Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	muNeo	rate01	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	scale	stationaryDist[1]	stationaryDist[2]	tree_length
5904	-436.0236	-591.8609	155.8373	0.0123383	0.0467381	0.012679	0.00349107	0.00216062	0.00255359	0.020039	0.00238947	0.0279548	0.00202396	0.00783022	0.00124783	0.0273365	0.00304736	0.00378463	0.0280025	0.0012017	0.00656575	0.0227664	0.0218297	0.0321107	0.00594828	0.00984997	0.0208084	0.0126244	0.013732	0.0194943	0.00426042	0.00066907	0.031775	0.0250851	0.0195692	0.0116231	0.00226129	0.00260283	0.0137042	0.0105966	0.00146484	0.000822294	0.00610625	0.00685343	0.0109986	0.0101052	0.00278881	0.0473403	0.0309627	0.0439886	0.0109097	0.0358336	0.0085816	0.00518073	0.0878482	0.00248059	0.0322287	0.00653922	0.0280067	0.00196431	0.00918068	0.0120852	0.0111784	0.000645067	0.0128341	0.045281	0.0104691	0.0169536	0.0034198	0.000696858	0.0108374	0.000188764	0.00960158	0.0128174	0.0214147	0.00130979	0.011417	0.0120917	0.00298841	0.00547176	0.00395483	0.000857109	0.162073	0.00951817	0.0153763	0.0157222	0.091797	0.0125746	0.0146307	0.00591635	0.0108203	0.003842	0.0297405	0.0472535	0.9289139	0.8672635	0.0845572	0.299756	0.686691	1.45626	3.33604	11.8263	1.786217	0.00817835	0.0309799	0.00840415	0.00231402	0.00143214	0.00169262	0.0132826	0.00158384	0.0185296	0.00134156	0.00519019	0.000827111	0.0181197	0.00201991	0.00250861	0.0185612	0.000796533	0.00435205	0.0150905	0.0144696	0.0212843	0.00394276	0.00652896	0.0137926	0.00836799	0.00910215	0.0129216	0.00282398	0.000443487	0.0210617	0.0166274	0.0129712	0.00770426	0.00149887	0.00172526	0.00908368	0.00702387	0.000970958	0.00054505	0.00404747	0.00454273	0.00729034	0.00669814	0.00184853	0.0313791	0.0205233	0.0291574	0.00723139	0.023752	0.00568823	0.003434	0.0582293	0.00164424	0.0213625	0.00433446	0.018564	0.00130202	0.00608532	0.00801053	0.0074095	0.000427576	0.00850696	0.0300141	0.00693933	0.0112375	0.00226678	0.000461906	0.00718346	0.000125121	0.00636432	0.00849587	0.0141945	0.000868183	0.00756766	0.00801488	0.00198084	0.0036269	0.00262142	0.000568126	0.107429	0.00630903	0.010192	0.0104213	0.0608467	0.00833493	0.00969783	0.00392159	0.00717214	0.00254663	0.0197132	0.0313215	1.010475	0.535543	0.464457	1.508659
5940	-433.2015	-590.0065	156.8051	0.00443558	0.0265341	0.00502037	0.00107567	0.00597196	0.00321061	0.00463622	0.000677969	0.0139781	0.00173092	0.00542496	0.00673436	0.0197948	0.00414044	0.00735839	0.0252314	0.00741193	0.00348581	0.00401002	0.0148437	0.00367559	0.0071127	0.00369884	0.0141365	0.0121517	0.0432279	0.0210595	0.00606365	0.00441937	0.016336	0.00866601	0.0169332	0.00744222	0.00130569	0.0010229	0.00175022	0.00739101	0.00107215	0.00180234	0.00295901	0.00129794	0.0270881	0.0127549	0.00520355	0.000476243	0.0134584	0.0205275	0.00296789	0.0328934	0.00183015	0.00871936	0.0234495	0.0190362	0.00350888	0.00346769	0.00351035	0.000199018	0.00335312	0.0170406	0.00768216	0.000357092	0.000186055	0.00783816	0.00815492	0.00810023	0.00180214	0.00193062	0.0007413	0.0042446	0.00809897	0.00155828	0.0254007	0.0227263	0.00290612	0.0104606	0.00594122	0.00226973	4.81862e-05	4.25433e-06	0.0768732	0.0193296	0.00456694	0.00783866	0.0221244	0.00138419	0.0037643	0.00783033	0.0363167	0.00481934	0.00813132	0.0409181	0.6638032	0.4967855	0.0616202	0.256889	0.654412	1.52809	3.89274	16.2284	2.015023	0.00491169	0.0293823	0.00555926	0.00119113	0.00661299	0.00355524	0.00513387	0.000750742	0.0154785	0.00191672	0.00600727	0.00745723	0.0219196	0.00458487	0.00814824	0.0279397	0.00820752	0.00385998	0.00444045	0.016437	0.00407013	0.00787617	0.00409588	0.0156539	0.0134561	0.0478679	0.02332	0.00671453	0.00489375	0.0180895	0.00959622	0.0187508	0.00824107	0.00144584	0.00113269	0.00193809	0.00818436	0.00118723	0.00199581	0.00327663	0.00143727	0.0299957	0.014124	0.0057621	0.000527362	0.014903	0.0227309	0.00328646	0.0364242	0.0020266	0.0096553	0.0259666	0.0210796	0.00388552	0.00383991	0.00388715	0.000220381	0.00371304	0.0188697	0.00850676	0.000395422	0.000206026	0.00867951	0.00903027	0.00896971	0.00199558	0.00213785	0.000820871	0.00470022	0.00896831	0.00172555	0.0281272	0.0251657	0.00321806	0.0115834	0.00657895	0.00251336	5.33585e-05	4.71099e-06	0.0851247	0.0214044	0.00505715	0.00868006	0.0244992	0.00153277	0.00416835	0.00867084	0.0402149	0.00533665	0.00900413	0.0453103	1.051556	0.668098	0.331902	0.9030653
5976	-427.8332	-584.5489	156.7157	0.00176903	0.0146318	0.00305307	0.00471191	0.00283378	0.00146181	0.0020347	0.00234068	0.0197602	0.000134706	0.00108635	0.0112057	0.0245169	0.00325312	0.00868098	0.0110621	0.00536218	0.00613103	0.0105732	0.00281171	0.0195012	0.000494922	0.000194822	0.0123491	0.00859873	0.0242046	0.00623405	0.010323	0.024947	0.00744701	0.00548202	0.00124168	0.00228948	0.0132143	0.0115776	0.00897621	0.00457519	0.00581706	0.000669334	0.00454691	0.00841195	0.00396969	0.00619687	0.00124588	0.00258411	0.0311306	0.027648	0.000377193	0.0266889	0.0029247	0.0141372	0.0256352	0.00927195	0.00592616	7.63369e-05	0.0104742	0.000451162	0.00423259	0.0157176	0.00460391	0.00712391	0.00247164	0.0112168	0.0054125	0.00223092	0.00455227	0.00299341	0.00415923	0.00338979	0.0125834	0.0106817	0.0146401	0.00202753	0.0182327	0.00634821	0.0169162	0.0164596	0.00745299	4.21737e-05	0.065108	0.00474895	0.00644159	0.00325736	0.0371994	0.0178873	0.00981428	0.0161075	0.00622155	0.00364607	0.00989397	0.0329624	0.6868011	0.5229985	0.0557759	0.244703	0.644565	1.55143	4.08659	17.9289	2.087076	0.002024	0.0167406	0.00349311	0.00539103	0.00324221	0.0016725	0.00232796	0.00267804	0.0226082	0.000154121	0.00124293	0.0128207	0.0280505	0.003722	0.00993216	0.0126565	0.00613503	0.0070147	0.0120971	0.00321696	0.0223119	0.000566255	0.000222901	0.014129	0.00983807	0.0276932	0.00713257	0.0118109	0.0285426	0.00852035	0.00627215	0.00142065	0.00261946	0.0151189	0.0132463	0.01027	0.00523461	0.00665547	0.000765805	0.00520226	0.00962437	0.00454184	0.00709003	0.00142545	0.00295656	0.0356174	0.0316329	0.000431558	0.0305355	0.00334624	0.0161748	0.02933	0.0106083	0.0067803	8.73393e-05	0.0119838	0.000516188	0.00484263	0.0179829	0.00526747	0.00815068	0.00282787	0.0128335	0.0061926	0.00255247	0.00520838	0.00342485	0.0047587	0.00387836	0.0143971	0.0122212	0.0167502	0.00231976	0.0208606	0.00726318	0.0193543	0.0188319	0.00852719	4.82521e-05	0.074492	0.00543342	0.00737002	0.00372684	0.0425609	0.0204654	0.0112288	0.018429	0.00711826	0.00417158	0.01132	0.0377132	1.047861	0.656599	0.343401	0.8740267
6012	-426.7253	-583.235	156.5097	0.00124063	0.0170585	0.00284836	0.00368269	0.0124297	0.000281558	0.000956993	0.00983268	0.0169237	0.00216031	0.00523677	0.00588507	0.0132105	0.0092713	0.00479094	0.00491091	0.014071	0.00442441	0.0113866	0.00954729	0.00334746	0.00179983	0.000245734	0.0181973	0.00377798	0.0165795	0.00498677	0.00245333	0.00186176	0.000779051	0.00134718	0.000479327	0.00346313	0.00912389	0.00482161	0.00582442	0.00716098	0.000364492	0.000488091	0.0073197	0.00787868	0.00154241	0.0221652	0.000924055	0.00918526	0.0212219	0.0462948	0.00736571	0.0290663	0.0181536	0.0129329	0.0354035	0.00196844	0.00292993	0.000645888	0.000694964	0.0206818	0.0074363	0.00693615	0.0216082	0.00831038	0.000545393	0.00128065	0.00106129	0.010586	0.0026681	0.00193151	0.000835238	0.00642655	0.00951265	0.020538	0.00653467	0.00526009	0.00181594	0.00102008	0.00151181	0.00358947	0.0208991	0.000505362	0.059093	0.001988	0.00360478	0.00674923	0.00220046	0.00684997	0.00270343	0.00602798	0.00836965	0.000922941	0.0272237	0.0299171	0.8266715	0.7045525	0.0543062	0.241537	0.641951	1.55775	4.14016	18.4141	2.106384	0.00159036	0.0218674	0.00365132	0.00472086	0.0159336	0.00036093	0.00122677	0.0126045	0.0216945	0.00276931	0.00671304	0.00754409	0.0169345	0.0118849	0.00614153	0.00629531	0.0180376	0.00567167	0.0145965	0.0122387	0.00429112	0.00230721	0.000315007	0.0233271	0.00484301	0.0212533	0.00639255	0.00314494	0.0023866	0.000998668	0.00172695	0.000614451	0.00443939	0.011696	0.00618084	0.00746635	0.00917969	0.000467243	0.000625686	0.00938314	0.0100997	0.00197723	0.0284136	0.00118455	0.0117746	0.0272044	0.0593455	0.00944213	0.0372603	0.0232712	0.0165788	0.0453839	0.00252335	0.00375589	0.000827966	0.000890877	0.0265121	0.00953262	0.00889147	0.0276996	0.0106531	0.000699142	0.00164167	0.00136047	0.0135702	0.00342025	0.00247601	0.0010707	0.00823822	0.0121943	0.0263277	0.00837681	0.00674292	0.00232785	0.00130765	0.00193799	0.00460135	0.0267906	0.000647825	0.0757515	0.00254842	0.00462098	0.00865186	0.00282078	0.00878099	0.00346554	0.00772729	0.0107291	0.00118312	0.0348982	0.0383509	1.025933	0.586664	0.413336	0.7800899
6048	-436.7457	-592.6835	155.9377	0.016249	0.027312	0.012436	0.0188667	0.00770939	0.00511715	0.00903363	0.01278	0.0205887	0.00366069	0.0213032	0.00374967	0.00429906	0.000224934	0.021552	0.0461422	0.00926987	0.00840644	0.00313321	0.0163767	0.021895	0.00586826	0.00678237	0.0280476	0.00650842	0.0096383	0.00106488	0.00929262	0.0238863	0.00121916	0.00449486	0.00154817	0.0136711	0.013538	0.00701746	0.0189822	0.0133063	0.0270865	0.00277323	0.00926867	0.00386402	0.00491429	0.0308498	0.00786941	0.00832718	0.0144234	0.100914	0.0152049	0.0286578	0.0129161	0.00337916	0.000576605	0.0275755	0.0680766	0.00641243	0.00250441	0.0713729	0.0704729	0.00321635	0.00612296	0.00816937	0.043157	0.164499	0.00259266	0.00514348	0.0130106	0.0178943	0.05435	0.0213483	0.0264138	0.018063	0.00554582	0.000989859	0.0088783	0.000881129	0.0224036	0.024782	0.030169	0.0311833	0.0111866	0.0711875	0.0115056	0.00613662	0.022327	0.00290356	0.00674144	0.00920225	0.0215266	0.0194724	0.0346153	0.00614692	0.8216665	0.6973123	0.106258	0.335085	0.710979	1.40651	2.98432	9.41102	1.621035	0.00953482	0.0160265	0.00729736	0.0110709	0.00452382	0.00300271	0.00530088	0.00749922	0.0120813	0.00214807	0.0125006	0.00220028	0.00252266	0.00013199	0.0126466	0.0270759	0.0054395	0.00493284	0.00183855	0.00960976	0.0128479	0.00344346	0.00397985	0.0164582	0.0038191	0.00565569	0.000624862	0.00545285	0.0140163	0.000715398	0.00263756	0.000908457	0.0080221	0.00794401	0.0041178	0.0111386	0.00780806	0.0158942	0.00162732	0.0054388	0.00226738	0.00288367	0.0181025	0.00461772	0.00488633	0.00846354	0.0592156	0.00892214	0.0168162	0.00757907	0.00198287	0.000338348	0.0161811	0.0399469	0.00376277	0.00146957	0.0418811	0.041353	0.00188733	0.00359291	0.00479373	0.0253242	0.0965272	0.00152135	0.00301816	0.00763455	0.0105003	0.0318922	0.0125271	0.0154994	0.0105993	0.00325425	0.000580842	0.00520973	0.000517041	0.0131463	0.0145419	0.017703	0.0182982	0.00656424	0.0417724	0.00675141	0.00360093	0.0131013	0.00170379	0.00395583	0.00539982	0.0126317	0.0114263	0.0203121	0.00360697	1.026701	0.589167	0.410833	1.704177
6084	-437.3308	-594.2762	156.9454	0.00156988	0.0194845	0.00916188	0.00343743	0.00675603	0.0259023	0.00635794	0.00375125	0.0291943	0.00139155	0.00211048	0.00490529	0.0166591	0.00481348	0.00828495	0.00711892	0.00979559	0.0063887	0.0246189	0.0223115	0.00993445	0.00513396	0.00177018	0.0165921	0.00725973	0.013655	0.0383934	0.0167983	0.00647842	0.0239019	0.000447993	0.00505056	0.00347885	0.00216644	0.00935807	0.00355118	0.0112138	0.00372953	0.00601343	0.0110619	0.00755239	0.00800317	0.00929874	0.0118494	0.0211731	0.00563687	0.0321284	0.00696493	0.00298539	0.00584138	0.0158809	0.0576504	0.0116639	0.0142576	0.00162343	0.00036056	0.00949006	0.00161976	0.00867726	0.00896402	0.0162856	0.0420455	0.00863469	0.0203078	0.00627931	0.00845331	0.0045051	0.00547837	0.000480822	0.0296972	0.0100778	0.0201083	0.0286355	0.000829286	0.00370862	0.00801092	0.014794	0.00257216	0.00672032	0.070029	0.0179756	0.0168963	0.0100835	0.000176105	0.00484224	0.0018512	0.03033	0.010799	0.010266	0.00605794	0.0315664	0.5953238	0.4238157	0.0822859	0.295802	0.683852	1.4623	3.38064	12.1527	1.805904	0.00142701	0.0177112	0.00832805	0.00312459	0.00614116	0.0235449	0.0057793	0.00340984	0.0265373	0.0012649	0.0019184	0.00445886	0.015143	0.0043754	0.00753093	0.00647102	0.00890409	0.00580726	0.0223783	0.0202809	0.00903031	0.00466672	0.00160907	0.0150821	0.00659902	0.0124123	0.0348992	0.0152695	0.00588881	0.0217266	0.000407221	0.0045909	0.00316223	0.00196927	0.00850639	0.00322799	0.0101932	0.0033901	0.00546614	0.0100551	0.00686504	0.00727479	0.00845246	0.010771	0.0192461	0.00512385	0.0292044	0.00633104	0.00271368	0.00530975	0.0144356	0.0524036	0.0106024	0.01296	0.00147568	0.000327745	0.00862637	0.00147234	0.00788754	0.0081482	0.0148035	0.0382189	0.00784884	0.0184596	0.00570783	0.00768397	0.00409508	0.00497978	0.000437062	0.0269944	0.00916065	0.0182783	0.0260294	0.000753812	0.0033711	0.00728184	0.0134476	0.00233806	0.0061087	0.0636556	0.0163396	0.0153585	0.00916579	0.000160078	0.00440154	0.00168272	0.0275696	0.00981618	0.00933168	0.0055066	0.0286936	1.062717	0.702338	0.297662	1.100123
6120	-432.6258	-588.4415	155.8157	0.000258382	0.00842104	0.0045463	0.00250851	0.00374411	0.000355578	0.000558107	0.0134019	0.0263613	0.000441694	0.000951424	0.00193924	0.0240819	0.00306805	0.00185283	0.0176392	0.000435288	0.00666146	0.0128128	0.0151953	0.00229774	0.0001676	0.00237079	0.0102826	0.00686931	0.0101656	0.00310708	0.00313983	0.00201739	0.00379659	0.000975606	0.00289438	0.000875738	0.00306653	0.0164486	0.00980981	0.00568329	0.00172438	0.00485608	0.000583856	0.00121269	0.00986365	0.00136232	0.00913808	0.0188666	0.0100877	0.0160516	0.000342705	0.000645321	0.00104978	0.000996335	0.0174448	0.00689324	0.0132534	0.00639438	0.000370248	0.0114684	0.00866634	0.0019702	0.000718637	0.0117721	0.0192315	0.00028816	0.00700405	0.00246806	0.00798563	0.000763635	0.00354943	0.000412697	0.00356043	0.00472989	0.0162508	0.0020839	0.00190908	0.000403813	0.000486517	0.00763403	0.0142335	0.00333248	0.0393974	0.0101272	0.00293951	0.000182382	0.000121427	0.0119255	0.00635183	0.0141882	0.00499699	0.00092242	0.00369483	0.018385	1.132208	1.3047	0.0421172	0.213376	0.617598	1.61918	4.68657	23.7433	2.290176	0.000434624	0.014165	0.00764732	0.00421956	0.00629796	0.000598117	0.00093879	0.0225434	0.0443422	0.000742972	0.00160039	0.00326199	0.0405081	0.00516076	0.00311664	0.0296708	0.000732196	0.0112052	0.0215524	0.0255599	0.00386502	0.00028192	0.0039879	0.0172964	0.0115548	0.0170995	0.00522641	0.00528151	0.00339345	0.00638623	0.00164106	0.00486863	0.00147308	0.00515819	0.0276681	0.0165011	0.00955984	0.00290058	0.0081684	0.000982103	0.00203986	0.0165916	0.00229155	0.0153711	0.0317354	0.0169685	0.0270004	0.000576464	0.00108549	0.00176584	0.00167593	0.0293439	0.0115951	0.0222936	0.010756	0.000622793	0.019291	0.0145776	0.00331407	0.00120882	0.0198018	0.0323493	0.000484713	0.0117815	0.00415151	0.0134326	0.00128451	0.00597049	0.000694197	0.00598899	0.00795613	0.0273354	0.00350532	0.00321125	0.000679252	0.000818368	0.0128412	0.0239421	0.00560556	0.0662703	0.017035	0.00494454	0.000306784	0.000204252	0.0200598	0.0106844	0.0238659	0.00840542	0.0015516	0.00621506	0.0309254	0.9810843	0.433896	0.566104	0.5944961
6156	-420.5877	-576.6113	156.0235	0.00488249	0.0669978	0.00583822	0.00261082	0.0139715	0.00312639	0.000714428	0.0161844	0.0487361	0.000516813	0.00651121	0.00359955	0.0659998	0.000766785	0.0147791	0.014567	0.000120991	0.0140523	0.0106513	0.00786992	0.0152101	0.000916998	0.00889013	0.0164566	0.00780671	0.0165916	0.013109	0.00995085	0.00180263	0.0061848	0.00226033	0.00106645	0.000556778	0.0260724	0.00437131	0.0152455	0.00864372	0.000276471	0.00309113	0.00486447	0.00513732	0.0105393	0.00227188	0.00115068	0.0246879	0.0134744	0.0562304	0.00249342	0.00170232	0.00201393	0.010547	0.101645	0.00730495	0.0086606	0.00705417	0.00422006	0.0353357	0.00728805	0.00968605	0.00678086	0.0181685	0.0522622	0.000411206	0.0414653	0.00901808	0.00364095	8.76715e-05	0.00131827	0.000907119	0.0659524	0.00392353	0.0164977	0.00449095	0.0159902	0.00160818	0.000308602	0.00712307	0.0412703	0.0172657	0.120242	0.023821	0.0198983	0.00517255	0.00103798	0.0377874	0.0101178	0.0392923	0.0157505	0.0145328	0.0253	0.0307823	0.8313264	0.7113418	0.0731887	0.279374	0.67177	1.48861	3.57943	13.6633	1.890618	0.00341545	0.0468669	0.004084	0.00182634	0.00977345	0.002187	0.000499763	0.0113215	0.0340923	0.000361525	0.00455478	0.00251799	0.0461688	0.000536388	0.0103384	0.01019	8.46367e-05	0.00983001	0.00745092	0.00550524	0.0106399	0.000641467	0.0062189	0.0115118	0.00546102	0.0116063	0.00917013	0.0069609	0.00126099	0.00432645	0.00158116	0.000746012	0.000389482	0.0182384	0.00305786	0.0106647	0.00604653	0.000193399	0.00216233	0.00340284	0.00359371	0.00737256	0.00158925	0.000804935	0.0172699	0.00942576	0.0393348	0.00174422	0.00119082	0.0014088	0.00737792	0.0711034	0.00511002	0.00605834	0.00493459	0.00295205	0.0247183	0.0050982	0.00677567	0.00474341	0.0127094	0.0365589	0.000287651	0.0290061	0.00630841	0.00254695	6.13288e-05	0.000922166	0.000634556	0.0461356	0.00274463	0.0115406	0.00314155	0.0111856	0.00112497	0.000215876	0.00498279	0.0288698	0.0120778	0.084113	0.0166635	0.0139194	0.00361835	0.0007261	0.0264334	0.00707768	0.0274861	0.0110179	0.0101661	0.0176981	0.0215331	1.025219	0.584337	0.415663	1.429534
6192	-429.6867	-584.9554	155.2687	0.00113662	0.0573867	0.0038823	0.0240927	0.0113755	0.00011338	0.00591982	0.00543194	0.0338332	0.00266619	0.01185	0.00218143	0.0404069	0.00632793	0.00997348	0.0584824	0.00808356	0.0052189	0.00846063	0.0156281	0.0638262	0.00496539	0.00518795	0.0136554	0.00432499	0.0109754	0.0122612	0.010771	0.0308448	0.00747366	0.00530581	0.014488	0.00855309	0.0112031	0.00516587	0.0762712	0.0363697	0.00241051	0.00827478	0.00219972	0.0197358	0.0308024	0.00605271	0.00362078	0.0543629	0.0202139	0.0852021	0.00365528	0.0256673	0.0177949	0.00359368	0.152432	0.0295622	0.00990446	0.00537246	0.00480651	0.00748939	0.00623716	0.00763759	0.0133972	0.00750579	0.102987	0.066894	0.0887802	0.0312478	0.00441734	0.00739666	0.000582433	0.00930157	0.043873	0.00417934	0.0242012	0.0111779	0.0551755	0.00181544	0.000581641	0.00542063	0.026848	0.020122	0.155002	0.074122	0.0315991	0.00173464	0.00708584	0.0424091	0.0121866	0.0270378	0.0377674	0.0720853	0.0210117	0.0177508	0.8873175	0.7974579	0.129032	0.368371	0.7323	1.36556	2.71465	7.74999	1.480622	0.000524556	0.0264843	0.0017917	0.0111189	0.00524984	5.23257e-05	0.00273203	0.00250687	0.0156142	0.00123046	0.00546885	0.00100674	0.018648	0.00292038	0.00460282	0.02699	0.00373061	0.00240856	0.00390463	0.00721248	0.0294562	0.00229156	0.00239427	0.00630207	0.00199601	0.00506523	0.00565863	0.00497089	0.014235	0.00344914	0.00244866	0.00668628	0.0039473	0.0051703	0.00238408	0.0351996	0.0167848	0.00111247	0.00381886	0.00101518	0.0091082	0.0142155	0.00279336	0.00167101	0.0250888	0.00932883	0.0393213	0.00168694	0.0118456	0.00821243	0.00165851	0.0703481	0.0136431	0.00457097	0.00247942	0.00221823	0.0034564	0.00287849	0.00352479	0.00618291	0.00346397	0.0475292	0.030872	0.0409726	0.014421	0.00203863	0.0034136	0.000268796	0.00429273	0.0202476	0.00192879	0.011169	0.00515868	0.0254638	0.000837835	0.000268431	0.00250165	0.0123905	0.00928644	0.0715342	0.0342077	0.0145832	0.000800545	0.00327016	0.0195721	0.00562418	0.0124781	0.0174299	0.0332678	0.00969702	0.00819212	1.016707	0.556341	0.443659	2.166819
6228	-432.6779	-588.9736	156.2957	0.000689994	0.0325262	3.97899e-05	0.0132516	0.000168131	0.000515698	0.00148184	0.000944545	0.0176932	0.00896899	0.00423397	0.00817433	0.00894045	0.00430379	0.00367841	0.00595519	0.0112191	0.0105557	0.00208523	0.0136958	0.00447039	0.00312185	0.00613446	0.0157618	0.00693765	0.0145021	0.00343623	0.00280366	0.00452755	0.00301175	0.0146859	0.00320789	0.00331167	0.00095777	0.00399522	0.00875815	0.0183078	0.00272403	0.0015369	0.00375558	0.000263042	0.0113608	0.000994684	0.0194502	0.0132067	0.0186356	0.0124121	0.00710011	0.0139146	0.00597423	0.000848561	0.00621139	0.00968015	0.0137456	0.00673174	0.0210606	0.00802596	0.00593581	0.021694	0.00671238	0.00556322	0.00370574	0.0963525	0.0090245	0.015613	0.0011566	0.0116483	0.0358631	0.00306732	0.00120708	0.00173326	0.0430986	0.000194636	0.00546413	0.00212607	9.93791e-05	0.0125643	0.0149806	0.0119644	0.00261775	0.0429304	0.00242876	0.013799	0.00851672	0.00379064	0.0247067	0.00956256	0.00259539	0.0189333	0.00970855	0.00280247	0.9046871	0.8259623	0.0564725	0.246189	0.645783	1.54851	4.06193	17.7077	2.078101	0.000769355	0.0362672	4.43664e-05	0.0147757	0.000187469	0.000575012	0.00165228	0.00105318	0.0197282	0.0100006	0.00472094	0.00911452	0.00996875	0.0047988	0.00410149	0.00664014	0.0125094	0.0117697	0.00232507	0.0152711	0.00498456	0.00348091	0.00684003	0.0175747	0.0077356	0.0161701	0.00383145	0.00312613	0.0050483	0.00335815	0.016375	0.00357685	0.00369256	0.00106793	0.00445473	0.00976548	0.0204134	0.00303734	0.00171366	0.00418753	0.000293296	0.0126675	0.00110909	0.0216873	0.0147257	0.020779	0.0138397	0.00791674	0.015515	0.00666136	0.00094616	0.00692581	0.0107935	0.0153265	0.007506	0.0234829	0.00894908	0.00661853	0.0241892	0.00748442	0.00620309	0.00413196	0.107435	0.0100625	0.0174088	0.00128963	0.0129881	0.039988	0.00342011	0.00134591	0.00193261	0.0480557	0.000217023	0.0060926	0.00237061	0.000110809	0.0140094	0.0167036	0.0133405	0.00291883	0.0478681	0.0027081	0.0153861	0.00949629	0.00422663	0.0275484	0.0106624	0.0028939	0.0211109	0.0108252	0.0031248	1.014096	0.547656	0.452344	0.8968475
